,NAME,RA,DEC,Z_LAMBDA,LAMBDA,S,Z_SPEC,IMAG,MODEL_MAG_U,MODEL_MAG_G,MODEL_MAG_R,MODEL_MAG_I,MODEL_MAG_Z,ILUM
9483,RMJ093237.8+563854.3,143.15755233680892,56.64841144755995,0.35602567,46.425102,1.1629299,0.35015246,0.0,21.88767,19.696327,17.840763,17.230726,16.905361,30.162136
9487,RMJ153146.8+314245.9,232.9450431588238,31.712758367534164,0.44556037,40.536682,1.2740781,0.45509657,0.0,24.176908,20.976925,19.320377,18.59479,18.156141,28.077621
9489,RMJ150358.4+011832.2,225.99320878190895,1.3089312957433334,0.42762512,45.631844,1.394891,0.4163195,0.0,24.41401,21.116566,19.169844,18.467323,18.030645,24.461147
9490,RMJ012710.8+053550.7,21.79505905946172,5.5974276166271455,0.40830183,34.571983,1.2078826,-1.0,0.0,22.82632,21.296703,19.608423,18.898897,18.581913,17.804138
9491,RMJ015109.8+115051.5,27.79088964683922,11.84764957836942,0.41659105,46.775963,1.389737,0.42780796,0.0,25.521215,21.185421,19.50153,18.754414,18.29953,21.603275
9493,RMJ110650.5-004840.3,166.7104896027824,-0.8111999892999227,0.36818436,39.407814,1.0295917,0.3633722,0.0,21.654638,19.807688,17.996878,17.389383,16.996971,27.091303
9494,RMJ003829.7+351219.4,9.623636737372522,35.20537875135771,0.39277297,30.987066,1.1414074,-1.0,0.0,22.244223,20.867132,19.034832,18.4132,17.971111,24.727444
9496,RMJ150317.4+291317.4,225.82236023726279,29.22150840724422,0.4832836,52.999992,1.5734627,0.48507994,0.0,21.6123,19.987875,18.525167,17.747053,17.279562,35.307217
9500,RMJ235717.8+214202.3,359.3240475972276,21.700638441522166,0.4437937,54.28141,1.5450045,-1.0,0.0,21.735922,20.34931,18.583025,17.819168,17.320545,32.115456
9501,RMJ121400.4+235453.4,183.50167952553915,23.914832172749097,0.37991455,31.91762,1.0625434,0.39289016,0.0,25.58596,20.061827,18.18366,17.51506,17.175695,26.03282
9503,RMJ132409.7+521626.2,201.04040421825852,52.27393741623303,0.47479784,51.306694,1.5443449,0.45030385,0.0,25.63023,20.858683,19.312304,18.535172,18.046923,28.810442
9504,RMJ013916.0+341314.2,24.816602530163323,34.2206131521847,0.38786545,40.262093,1.2182121,-1.0,0.0,24.212505,20.744825,19.073454,18.365635,18.007673,24.417263
9506,RMJ222104.5+084806.4,335.2686143025816,8.801766630388961,0.5041386,74.814606,2.2040162,-1.0,0.0,23.537376,21.998814,19.735374,18.83779,18.245766,30.682917
9507,RMJ130843.7+110743.8,197.18203933488064,11.128830062810497,0.41712585,44.762306,1.2857447,-1.0,0.0,22.389063,21.28365,19.640284,18.976751,18.501472,25.360785
9508,RMJ152550.5+130215.0,231.4605964788827,13.03751297705089,0.33295828,34.556732,1.0308508,0.31920335,0.0,21.778124,19.628637,17.882612,17.326233,16.96993,25.432142
9509,RMJ095734.9+222641.8,149.39522785628128,22.4449368538799,0.46400386,45.982704,1.6051984,-1.0,0.0,25.412016,21.682728,19.911983,19.031004,18.616003,27.270054
9510,RMJ143446.0+552334.7,218.69161786510227,55.392975756657954,0.5577041,74.540016,2.6609166,-1.0,0.0,24.337275,21.961515,20.64848,19.679838,19.333033,31.494774
9511,RMJ231546.8+292920.3,348.94516234878506,29.488980243220144,0.3786227,33.046486,1.136041,-1.0,0.0,21.715942,20.227495,18.577658,17.931967,17.535246,21.028027
9512,RMJ160001.0+141701.3,240.00421887766848,14.283692258757352,0.2943813,33.000725,1.0282485,0.2918392,0.0,21.019815,19.40836,17.800747,17.239386,16.883762,28.258177
9515,RMJ150311.9+222405.5,225.79972358286818,22.4015307001156,0.5193238,63.495415,2.1232421,0.5025292,0.0,26.236515,21.29695,19.663036,18.713947,18.27193,38.573223
9516,RMJ024244.8-045107.7,40.68665992918626,-4.852148181769,0.48504424,49.18625,1.7474154,-1.0,0.0,26.325247,20.373451,18.778677,17.990417,17.610588,35.688118
9517,RMJ093322.3+602513.4,143.3431011941916,60.42038048927924,0.48370135,53.73223,1.7821884,-1.0,0.0,24.295,21.962084,20.16187,19.240023,18.77628,29.94061
9521,RMJ214831.8+295820.9,327.1326684847617,29.972472594622435,0.39659575,58.9952,1.4821475,-1.0,0.0,26.210102,20.47765,18.827951,18.179525,17.85502,36.9977
9523,RMJ130038.5+174827.7,195.16057855383826,17.807683003574706,0.48329508,59.84948,1.7980356,0.48129073,0.0,22.451353,21.668581,19.817593,18.949867,18.463501,35.26306
9526,RMJ121020.6+683256.9,182.58599048901712,68.54913548874244,0.38912278,37.62298,1.1631933,0.40582645,0.0,25.492147,21.044456,18.9659,18.270678,17.886131,23.979237
9527,RMJ111951.1+331653.2,169.9627824817022,33.28144320981617,0.52308095,54.83059,2.0993347,-1.0,0.0,25.3413,21.54011,19.952518,19.022078,18.423264,30.110401
9528,RMJ121112.8+282408.4,182.80339770880778,28.4023321723871,0.34225023,33.793983,0.9908872,-1.0,0.0,21.691103,20.383524,18.667347,18.0262,17.792013,23.73057
9530,RMJ005301.5+204805.4,13.25620209242436,20.801488153908355,0.4200134,53.83902,1.3767991,-1.0,0.0,21.913378,20.563976,18.739399,18.061977,17.763823,30.432238
9532,RMJ224343.8+123414.9,340.9326665881804,12.570792139845917,0.40948808,33.610924,1.2583642,-1.0,0.0,22.780743,21.253942,19.462246,18.757208,18.36189,21.684298
9533,RMJ111655.6-003927.3,169.2316681180432,-0.6575788867338239,0.3332389,32.680367,0.9939814,0.33488697,0.0,21.927929,20.246233,18.587906,18.000677,17.598614,25.874722
9535,RMJ132543.7+280234.1,201.4321118476771,28.042802755252694,0.2613563,32.222717,1.0785348,0.25271237,0.0,20.511707,18.435627,16.97775,16.483116,16.134565,22.515347
9536,RMJ122831.9+144403.8,187.13276005805457,14.734377058111344,0.4092663,37.638237,1.26546,-1.0,0.0,22.214596,21.03646,19.418036,18.749256,18.303284,25.59537
9539,RMJ233609.9+161253.0,354.0411505717158,16.214730227362953,0.40873978,49.109978,1.342031,-1.0,0.0,22.857656,20.961256,19.360733,18.705019,18.270369,28.06811
9540,RMJ153141.3+144202.5,232.9222194592669,14.700688387677287,0.37039587,35.82289,1.0383989,0.34191895,0.0,25.200764,19.05034,17.354013,16.763403,16.399672,26.684309
9541,RMJ144138.5+003302.5,220.4103358882106,0.550699221979702,0.5620686,66.14978,2.5069344,-1.0,0.0,25.20787,23.091845,21.072275,20.115604,19.664898,30.839762
9542,RMJ113127.5+540529.6,172.86466023065915,54.09155363778923,0.34306785,34.236374,0.99615955,-1.0,0.0,23.281612,20.577885,18.778852,18.166723,17.848925,26.51564
9543,RMJ225937.8+331635.3,344.9073633788536,33.27648445704749,0.35708013,30.758242,1.0167251,-1.0,0.0,22.655273,20.339468,18.50194,17.929733,17.665497,17.872187
9544,RMJ014258.3+313041.3,25.74275228047094,31.511465971483982,0.4143461,55.456047,1.5995353,-1.0,0.0,20.823378,20.682688,18.909954,18.24144,17.77802,33.41019
9545,RMJ141503.7+554143.1,213.76529513307764,55.69529375333993,0.4049435,41.040092,1.1715075,0.40443137,0.0,26.108595,20.907604,19.104923,18.386246,18.018768,27.247372
9547,RMJ143707.2-024404.4,219.27994331561706,-2.734548873423682,0.37357122,36.89074,1.04006,0.38740587,0.0,23.70886,20.120657,18.402662,17.748001,17.45757,21.784458
9548,RMJ130548.7+181526.6,196.45275193897118,18.257397101658896,0.44469562,41.65029,1.4213622,0.44133267,0.0,24.374327,21.352287,19.596388,18.89382,18.46819,22.357462
9549,RMJ081809.3+393409.6,124.53887238551965,39.569323380852815,0.34836358,35.9907,1.0019405,0.33784905,0.0,22.534079,19.932121,18.148151,17.569212,17.19565,23.65265
9551,RMJ094222.9+244453.4,145.595536063935,24.748173678560867,0.44663638,53.80851,1.4281118,-1.0,0.0,22.389713,21.144178,19.315693,18.55694,18.213863,32.531567
9555,RMJ084730.6+160259.6,131.87766006217723,16.049885266175608,0.3957929,33.641434,1.126358,-1.0,0.0,23.105896,20.770035,19.077066,18.466574,18.132751,28.528454
9556,RMJ092938.5+334820.2,142.41032570290278,33.80560845818161,0.42893672,44.533485,1.3088719,0.42879552,0.0,22.192741,20.178225,18.453062,17.74107,17.2509,29.765858
9558,RMJ120503.0+113912.0,181.26245059578866,11.653346726792927,0.2488416,31.780325,1.0226302,0.26093745,0.0,22.119574,19.948376,18.307335,17.78046,17.43919,19.964954
9560,RMJ020548.7+292124.1,31.452852603881865,29.356684395358744,0.3349797,30.712477,1.0225542,-1.0,0.0,22.46818,20.19208,18.49102,17.86024,17.563465,26.227991
9562,RMJ142206.1+073119.6,215.5254927295637,7.522119769570631,0.37848943,39.606125,1.0438381,-1.0,0.0,25.045454,20.782701,19.160416,18.561552,18.24597,23.035772
9566,RMJ144633.7+043824.8,221.64058422877707,4.640225302575251,0.45154896,54.02208,1.550734,0.4507478,0.0,23.110146,20.783463,18.954645,18.19241,17.794655,37.133137
9568,RMJ132907.6+140307.6,202.28148285190738,14.05211912871641,0.35259515,32.588837,0.99382246,0.3530689,0.0,21.544476,20.235773,18.453785,17.83809,17.49642,17.677183
9570,RMJ011527.1+024752.1,18.86303044473277,2.797814510980158,0.2120755,33.031235,1.0599831,0.23795263,0.0,20.30306,18.478325,17.265682,16.77213,16.44318,18.486395
9571,RMJ084906.6+323132.7,132.27729680285742,32.525738830498476,0.377543,31.67354,1.0284969,0.36990812,0.0,24.53699,21.095917,19.273678,18.703623,18.330906,22.747686
9572,RMJ102355.1+103157.8,155.97952848969322,10.532721102155572,0.35411918,37.867058,1.0756369,0.36825997,0.0,21.903273,20.005333,18.222607,17.657183,17.277555,23.467705
9574,RMJ100221.7+274159.6,150.5905136750668,27.699892241880754,0.4004811,41.57402,1.2124616,0.39508834,0.0,24.631252,19.96728,18.16625,17.532879,17.154524,26.735653
9575,RMJ222217.7+003642.9,335.5736365887075,0.6119240076190493,0.32016808,32.543076,0.9961011,0.31954575,0.0,21.471235,19.569519,17.811453,17.182297,16.792665,25.565258
9576,RMJ234612.2+305331.2,356.550930217756,30.891989177861422,0.51177627,68.956696,2.3074064,-1.0,0.0,22.600624,21.183857,19.444445,18.467283,18.087381,35.886875
9577,RMJ231620.9+011822.0,349.08725289280386,1.3061083604594752,0.3730324,34.160103,1.022384,-1.0,0.0,22.017477,20.492117,18.87694,18.29974,17.864687,20.211548
9580,RMJ225644.8+324435.2,344.18659827895243,32.7431083041623,0.40800515,49.232018,1.2794546,-1.0,0.0,23.219973,21.505348,19.753279,19.12349,18.557184,30.074322
9581,RMJ015245.6+112336.2,28.189834753869036,11.39340231710168,0.51690394,81.72511,2.3899179,0.49607706,0.0,23.817945,21.605614,19.807161,18.820612,18.253433,47.547928
9582,RMJ121947.7-023240.0,184.94870813547396,-2.5444562032839637,0.30074415,31.18538,0.99842143,0.2948255,0.0,21.828459,19.252834,17.621937,17.052628,16.70488,26.380966
9583,RMJ073851.2+362233.8,114.71328996522249,36.37606667950258,0.49571598,60.55121,2.0417123,0.48368803,0.0,23.358175,22.102192,20.17634,19.25618,18.906729,31.051718
9584,RMJ101428.6+462108.1,153.61897603782887,46.3522435718297,0.33966613,31.18538,0.9929597,-1.0,0.0,21.835255,20.337051,18.708967,18.117382,17.775255,21.739319
9585,RMJ012442.2+215634.9,21.175939206165424,21.943038124023566,0.47064787,64.33444,1.8516536,-1.0,0.0,26.613274,21.773832,19.983994,19.083332,18.759232,37.2083
9586,RMJ153342.4+023633.5,233.4265596921748,2.6093051537510665,0.523028,61.05462,2.1779222,-1.0,0.0,26.416906,21.87275,19.94385,18.923462,18.336348,33.162613
9588,RMJ103633.9+324731.8,159.1412625809296,32.79216703247069,0.35510144,36.4636,0.9965529,0.34260175,0.0,22.064156,20.551949,18.817432,18.200901,17.822227,25.240648
9590,RMJ124436.9+174303.7,191.15370958571333,17.717706949261217,0.39833942,45.143684,1.3161256,0.40087083,0.0,22.623716,20.442425,18.671461,18.091412,17.573061,28.749971
9591,RMJ144032.4+061317.7,220.13501206804156,6.221582465835281,0.43957478,54.41871,1.377634,0.44551304,0.0,22.187862,20.18167,18.371674,17.682823,17.103645,32.99965
9592,RMJ102629.7+124803.9,156.62382150494895,12.801088780868465,0.41188028,41.131622,1.2803494,0.41450965,0.0,24.363216,20.538548,18.717846,18.06342,17.61853,31.168339
9593,RMJ091329.9+253648.6,138.37452009265036,25.613496979464724,0.4147574,40.551933,1.2558023,-1.0,0.0,22.032095,20.501198,18.913294,18.21687,17.814692,25.242273
9594,RMJ123144.8+265756.2,187.9365622530527,26.96560546997073,0.5047946,64.05985,2.0551658,0.487378,0.0,23.87609,20.477741,18.744501,17.776958,17.530195,41.51373
9595,RMJ122254.2+032822.4,185.72596778124685,3.472894477630499,0.5173825,79.25381,2.4450715,0.5016563,0.0,22.935413,21.718647,19.853672,18.904263,18.417927,38.767338
9597,RMJ133435.8+480506.1,203.64899281742566,48.0850367653527,0.4094372,42.22998,1.241914,0.40550083,0.0,24.00677,20.769669,19.017515,18.323208,17.953989,26.964025
9598,RMJ233123.3+100547.5,352.84725419527416,10.096539405173196,0.53913504,72.12973,2.4280925,-1.0,0.0,28.451572,21.12933,19.517271,18.372171,17.989054,36.917694
9600,RMJ103322.9+003734.6,158.345551290041,0.626284706733319,0.45453167,52.969482,1.6539205,0.48517966,0.0,21.63716,20.686752,18.887335,18.136332,17.816078,26.040031
9601,RMJ224859.0+094433.4,342.24591432556616,9.742619713846139,0.31016538,30.865026,0.9916412,0.29770544,0.0,21.725838,19.719065,18.12379,17.555687,17.237679,21.896929
9602,RMJ225330.7-002802.2,343.37803610345924,-0.46727377138510584,0.55752766,82.1675,2.9093022,-1.0,0.0,23.73072,21.956678,20.231339,19.228456,18.73774,41.189186
9603,RMJ150253.5+111318.5,225.7231132249583,11.221801162611609,0.3491251,30.087023,0.99356997,-1.0,0.0,22.741985,20.322367,18.652771,18.048716,17.722597,21.682766
9604,RMJ112632.9+241255.6,171.63715092269967,24.2154423127086,0.31378192,32.497307,0.99307615,0.30119774,0.0,22.115788,19.246893,17.690084,17.126848,16.713734,21.716019
9605,RMJ224400.3+260223.2,341.00131865460685,26.039776488291796,0.46318042,49.018448,1.9211205,-1.0,0.0,23.240067,20.888863,19.12953,18.392025,17.907743,30.939507
9606,RMJ141446.7+263419.7,213.69458122477295,26.57214700266534,0.46488622,60.947838,1.6054057,0.4778583,0.0,22.64487,20.46942,18.87996,18.032116,17.588963,36.48573
9609,RMJ104913.1-031221.1,162.30474287013442,-3.2058616926598313,0.53051066,62.091957,2.2847435,-1.0,0.0,22.02242,22.083473,19.934122,18.976603,18.764135,29.244032
9613,RMJ104221.4+043210.4,160.588997712498,4.536218629422959,0.41236278,33.214294,1.1207498,0.42141813,0.0,26.233753,21.029337,19.269571,18.612938,18.18633,19.752872
9616,RMJ105844.6+083211.3,164.6858197457804,8.536461560652073,0.3699717,36.93651,1.0100483,0.39363432,0.0,23.15184,20.489513,18.825294,18.157074,17.7922,24.07466
9617,RMJ074718.8+475600.8,116.82843988002216,47.93354222768803,0.45209458,50.482925,1.5662357,0.43820348,0.0,22.830343,20.467178,18.828974,18.090109,17.704636,29.818914
9618,RMJ153809.7+533237.4,234.5402279673969,53.543729635507056,0.4214852,41.72657,1.2351422,-1.0,0.0,25.293457,21.521034,19.695227,18.967726,18.485434,32.81969
9619,RMJ233030.6+140759.9,352.62730500898874,14.133295109809854,0.32926863,35.151672,1.0116544,-1.0,0.0,24.095137,21.020237,19.505936,18.95233,18.595205,19.762232
9621,RMJ012916.6+165324.5,22.319248203977168,16.890141569194952,0.45569697,55.974716,1.7677795,-1.0,0.0,23.823103,21.575108,19.443249,18.685307,18.18987,29.441484
9622,RMJ101853.9+454546.3,154.72445336483264,45.762869211165025,0.37240958,30.193808,0.9940722,-1.0,0.0,22.49104,20.472084,18.777203,18.157389,17.743793,22.528513
9623,RMJ015243.7+031958.3,28.182069862340313,3.3328525719070377,0.41499206,41.74182,1.1795921,0.43259034,0.0,22.701582,20.908064,19.077353,18.351673,17.941872,26.537104
9624,RMJ233306.2+112003.7,353.27602435903725,11.334358309725566,0.47843283,60.53595,1.9667064,-1.0,0.0,25.069597,20.170412,18.646757,17.800507,17.429464,36.546864
9625,RMJ012123.3+032355.6,20.34705823185584,3.398777306651589,0.51609015,63.708984,2.0055447,0.52467346,0.0,25.193785,21.64027,19.93546,18.973524,18.419806,37.49717
9626,RMJ110631.4+263953.4,166.63086065549652,26.664821272384774,0.35787833,36.70768,1.0128243,-1.0,0.0,22.744621,20.479778,18.836254,18.260073,17.826542,26.265015
9627,RMJ012825.8+141649.4,22.107703063862346,14.280388677627965,0.41530955,43.32834,1.244695,0.41277733,0.0,25.911413,20.681921,18.870289,18.156187,17.745174,24.084059
9629,RMJ124824.4+052602.7,192.101728684508,5.434091696191058,0.38956258,37.638237,1.0306765,0.3844015,0.0,22.075819,19.794104,18.179468,17.515467,17.138203,28.732214
9630,RMJ125846.8+074433.3,194.6950158138108,7.742585511849212,0.4668895,56.173027,1.7440951,-1.0,0.0,23.35781,21.550173,19.84048,19.012072,18.87794,28.05759
9631,RMJ003722.3+061211.1,9.34277282164544,6.203081068845931,0.48379058,52.481323,1.7292106,0.48750994,0.0,23.25138,21.977427,19.274149,18.407082,17.885853,28.442533
9633,RMJ213106.9+074913.6,322.7786766581089,7.820452090836153,0.4353669,40.87229,1.2775358,-1.0,0.0,27.030376,21.936794,20.214342,19.56297,19.098646,24.582462
9636,RMJ084339.0+163348.1,130.91261413818404,16.56336341258452,0.36846095,33.702454,0.99612904,0.37694457,0.0,22.321407,20.46187,18.6702,18.02867,17.623266,21.558174
9637,RMJ125036.1+375557.2,192.6505183734477,37.93255208811759,0.44478905,44.106346,1.3739485,-1.0,0.0,22.562063,21.273125,19.462412,18.642427,18.330019,24.40831
9638,RMJ080251.8+113632.7,120.71567072499776,11.609093298274335,0.39968508,35.91442,1.1324121,0.41167235,0.0,24.886217,21.296673,19.18601,18.446863,17.986086,19.667887
9640,RMJ144843.5+310223.4,222.18104918871356,31.039836138826566,0.40086403,41.84861,1.1599253,-1.0,0.0,23.337795,21.351011,19.69221,19.011953,18.560886,25.51953
9641,RMJ094959.8+022240.4,147.49928477323954,2.3779010572679926,0.3591391,41.63504,1.051339,0.34768084,0.0,21.663216,20.41689,18.585367,17.954363,17.641489,31.900038
9642,RMJ124949.1+093221.1,192.45477261821452,9.539182127823777,0.48604876,48.4235,1.6598252,0.4662251,0.0,22.018915,21.117735,19.37093,18.502087,18.076149,27.311304
9645,RMJ014334.8+052011.7,25.894899987161693,5.33657970100158,0.5753364,78.41478,2.888595,0.55943936,0.0,23.273314,21.848932,19.757042,18.6861,18.314991,37.8057
9646,RMJ021354.4+064114.2,33.47670576457847,6.687278992917347,0.45415732,60.55121,1.6854118,0.4605111,0.0,25.31819,21.016636,19.218466,18.420834,18.023531,38.149834
9647,RMJ074137.9+422534.4,115.4078124770443,42.42623488399616,0.37260574,30.773497,1.1728009,0.3480066,0.0,25.634926,20.312094,18.455832,17.86499,17.57103,20.460619
9649,RMJ081651.4+205103.5,124.21431117441824,20.8509595722972,0.46611986,46.425102,1.5345393,0.4689938,0.0,21.707935,21.153557,19.276953,18.411358,17.93606,24.823652
9650,RMJ223332.0+210115.5,338.3832878644542,21.020979709863603,0.42072174,43.557167,1.3994446,-1.0,0.0,23.01919,21.171278,19.572847,18.920261,18.536787,23.908905
9653,RMJ075115.2+295811.2,117.81338738485886,29.969779923569828,0.43763492,45.631844,1.3614569,0.4425405,0.0,27.004608,20.469557,18.65577,17.92954,17.555273,28.486696
9654,RMJ133230.5-021234.0,203.12709726743282,-2.209434609144173,0.5594986,77.66729,2.6903675,0.53247535,0.0,24.92405,20.656391,19.033615,17.96539,17.636908,41.155956
9656,RMJ211424.1+091204.2,318.6002356787604,9.201155591918523,0.4575941,60.41391,1.7353151,-1.0,0.0,25.228294,21.575504,19.713404,18.911179,18.495745,32.29198
9658,RMJ134255.1+131035.2,205.7295760577428,13.17645798153409,0.39538148,47.09632,1.1115451,0.38766336,0.0,23.372873,20.122328,18.24252,17.519526,17.272764,34.765957
9660,RMJ235127.4+004633.1,357.8641102334165,0.775871445495999,0.45322183,45.540314,1.4706403,0.41488993,0.0,22.249462,21.490486,19.578503,18.784393,18.400614,25.365509
9662,RMJ123006.5+240423.1,187.52727726972603,24.073079202669174,0.45932254,51.840614,1.4906129,0.45913044,0.0,25.514952,20.987068,19.234636,18.408007,18.001822,28.675825
9663,RMJ090208.9+380450.3,135.53721682920474,38.08064233284228,0.51207936,47.76754,1.8658203,-1.0,0.0,23.545795,21.892462,20.114729,19.16849,18.721285,28.253944
9664,RMJ162734.1+152758.2,246.89211260073293,15.46615605547268,0.37585014,41.54351,1.0639337,0.39414814,0.0,21.853079,20.599691,18.75907,18.133892,17.772772,20.49613
9665,RMJ224729.5-094532.3,341.8728483783394,-9.758985982135512,0.28693834,31.505735,1.0504229,-1.0,0.0,21.021002,19.439545,18.117994,17.55561,17.117977,22.226452
9667,RMJ093146.4+281859.2,142.94314224712613,28.3164544276739,0.2849724,31.963385,0.9960931,-1.0,0.0,28.21811,28.713974,19.966492,18.677763,18.204851,19.344995
9668,RMJ021748.1+053136.4,34.450225226616396,5.526766275666141,0.35121968,31.780325,0.99433094,0.34336728,0.0,24.383997,20.898787,19.02268,18.403128,18.066675,26.706219
9669,RMJ142150.3+032207.6,215.45970604688728,3.368773923640792,0.4092717,39.651894,1.2428064,-1.0,0.0,24.7791,20.770266,19.217003,18.60493,18.206001,29.439518
9670,RMJ211528.7-000753.0,318.86954162337423,-0.13140058658801707,0.23320441,32.283737,0.9974351,0.23323572,0.0,21.21429,18.604914,17.248192,16.712528,16.434649,21.398054
9672,RMJ015611.3+113338.5,29.047030132670784,11.560707713286602,0.4128687,46.7302,1.3661221,-1.0,0.0,21.797224,20.52032,18.758162,18.13368,17.680557,37.996338
9673,RMJ002824.1+224802.2,7.100278411477007,22.800611669899595,0.46103707,52.92372,1.6249272,-1.0,0.0,21.815475,21.085081,19.299883,18.555435,18.20151,28.99543
9674,RMJ133901.5+591758.4,204.75635569887464,59.299555884952376,0.4464177,45.235214,1.3819202,0.44623297,0.0,21.77366,20.549597,18.801268,18.044495,17.679588,26.702951
9676,RMJ163805.7+415110.7,249.523713147558,41.85296754385268,0.34215665,34.755043,1.044094,0.33568978,0.0,25.64835,20.416262,18.570755,18.022005,17.732277,19.14759
9678,RMJ214241.3+071356.0,325.6720813512164,7.232231950325585,0.51767147,53.50341,2.1873896,0.46822202,0.0,23.24177,21.810406,20.253746,19.34138,18.96768,30.365446
9681,RMJ090604.3+042744.3,136.5180365567146,4.462312511949676,0.39725325,38.462006,1.1730888,0.40544552,0.0,25.479004,20.414118,18.625141,17.947672,17.573269,31.665205
9682,RMJ113108.4+171322.8,172.78517302312693,17.22300860455465,0.4339904,50.269356,1.484722,0.41900843,0.0,22.331131,20.757524,19.079477,18.312592,17.922777,30.331724
9686,RMJ164237.3+175543.9,250.65537995072202,17.9288725376547,0.38767576,41.14688,1.1205275,0.3986781,0.0,22.452223,20.74653,19.071625,18.402721,18.071102,25.642435
9688,RMJ012021.6-055011.3,20.09014688409441,-5.836466147780904,0.31651402,30.895536,0.99527246,-1.0,0.0,22.638662,20.174845,18.551546,17.98984,17.655668,23.11747
9689,RMJ092249.7+180307.9,140.70717876945994,18.05219512942705,0.39640674,36.12799,1.096348,0.39250508,0.0,21.690655,20.693789,19.027102,18.385498,18.086687,25.450294
9690,RMJ222443.0-064602.9,336.1793057625911,-6.767464983995241,0.42647085,52.435562,1.4720004,-1.0,0.0,27.100355,20.954082,19.20243,18.5149,18.167307,28.679981
9691,RMJ084010.1+282204.5,130.0419238737034,28.367927697099837,0.4754091,61.939407,1.80832,0.48628858,0.0,23.71354,21.207445,19.592989,18.606869,18.306536,32.727627
9695,RMJ235327.4-082223.9,358.36396330500247,-8.373296072919436,0.38665056,41.49774,1.1352286,-1.0,0.0,25.337196,21.305883,19.331814,18.592674,18.437677,23.364573
9696,RMJ010354.5+081713.1,15.977069213066954,8.286972019514433,0.47396275,49.674408,1.6464058,0.45585272,0.0,25.570192,20.707874,18.965492,18.120985,17.582006,31.664919
9697,RMJ111140.9+661407.5,167.92037136501176,66.23542883983605,0.27797204,30.575182,0.99354774,0.2868104,0.0,21.638477,19.322527,17.740564,17.22211,16.898033,19.307096
9700,RMJ220724.2+243045.1,331.85093107540933,24.51251532297885,0.4767845,55.303497,1.7890985,0.48666394,0.0,21.254812,21.164349,19.143883,18.310755,17.857546,28.894152
9701,RMJ081903.7+180841.7,124.76561081728494,18.144928662868587,0.2859293,36.18901,1.1629982,0.29314417,0.0,21.558683,19.345034,17.787954,17.221167,16.846506,24.71678
9702,RMJ160252.9+421341.9,240.72023618388778,42.22830209238554,0.47934482,46.867493,1.5929681,0.47069523,0.0,24.103033,21.591772,20.279312,19.535055,19.128473,28.16082
9703,RMJ082854.3+103408.2,127.226181136498,10.568957948781359,0.34713927,32.085426,0.9940916,0.31161478,0.0,22.368069,19.947512,18.234573,17.620274,17.34672,26.59323
9706,RMJ024724.5-041321.4,41.852282620419714,-4.222614038345184,0.46215552,52.099953,1.5589119,-1.0,0.0,22.791622,20.69701,18.962408,18.172976,17.760113,26.832495
9707,RMJ021050.3+302737.7,32.709614733562034,30.460476204284788,0.34975976,34.388924,1.1250732,-1.0,0.0,21.545181,19.802938,18.196398,17.605043,17.22102,27.230646
9709,RMJ115825.6+022803.6,179.6064820950774,2.4676601203724218,0.47233415,53.51866,1.7915353,0.4835503,0.0,21.773022,20.543526,18.66394,17.80265,17.340729,34.830624
9711,RMJ133144.9+220727.5,202.9371567936219,22.124307496514312,0.41595855,38.233177,1.1559161,-1.0,0.0,22.588678,20.84127,19.181944,18.585346,18.215984,25.01989
9712,RMJ130551.8+363927.6,196.46591242202533,36.65766924690875,0.32846653,31.322676,0.99737114,0.3130339,0.0,23.90698,19.823425,18.082197,17.477251,17.097746,23.158777
9713,RMJ090752.8+382224.0,136.9700358111498,38.373341442580056,0.4547672,48.74386,1.3787624,0.45126376,0.0,23.661692,21.198227,19.421732,18.634079,18.17626,34.697475
9715,RMJ003930.3-051722.8,9.876106335324138,-5.289660378479196,0.39812434,36.20427,1.2005008,-1.0,0.0,21.494104,20.047283,18.425201,17.797132,17.374998,28.784176
9716,RMJ145535.3+273740.2,223.89694909775716,27.627829450466503,0.40201277,41.345192,1.0969285,0.38675165,0.0,21.523643,20.604706,18.884077,18.260344,17.85166,28.578512
9719,RMJ094424.9+121343.5,146.10373583280642,12.228747665454582,0.41023263,46.165764,1.1702304,-1.0,0.0,24.210403,21.408714,19.707542,18.97297,18.661594,27.041227
9720,RMJ074625.9+453021.3,116.60810521652908,45.50592047036768,0.531946,81.679344,2.5283456,0.51766074,0.0,25.280268,21.237062,19.432737,18.406944,18.005236,39.29548
9722,RMJ002512.7+212843.9,6.302982305441674,21.478855542772052,0.43713254,49.354057,1.5646394,-1.0,0.0,21.923973,20.574457,18.944822,18.211952,17.72864,22.446684
9723,RMJ030104.6-082419.2,45.26929303321697,-8.405322220903248,0.41073355,62.778435,1.4602095,0.4251475,0.0,22.753593,21.14286,19.209862,18.472105,18.197206,32.261646
9725,RMJ101551.6+572120.3,153.9651557897147,57.35564624128973,0.41775998,35.88391,1.1371423,0.40596348,0.0,25.678867,20.714684,18.974728,18.30567,17.923674,26.77936
9726,RMJ115741.8+382208.7,179.42403815495166,38.369075555182185,0.44490406,44.548737,1.4286433,0.4351571,0.0,23.767769,21.200724,19.411795,18.634073,18.154316,28.814425
9727,RMJ083210.6+430448.6,128.04421136824558,43.08017480693238,0.39861426,44.060577,1.1105422,0.4182353,0.0,21.847729,20.492472,18.662447,17.973734,17.611748,29.101942
